"name","IsGeneric","route","strength","dosage_form","over_the_counter","labeller"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Infusat","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Infusat","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","40 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","40 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insulin Human Winthrop Rapid","false","Intravenous; Subcutaneous","100 IU/ml","Injection, solution","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Basal","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 15","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 25","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 30","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","40 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
"Insuman Comb 50","false","Subcutaneous","100 IU/ml","Injection, suspension","false","Sanofi Aventis Deutschland Gmb H"
